# TOPAS Version: 3.7
# Parameter File: Sim_RBS.txt
# Results for scorer EnergyDepAtPhantom
# Scored on surface: Target/XMinusSurface
# SurfaceTrackCount : Sum   
# Binned by incident track energy in 10 bins of 0.2 MeV from 0 MeV to 2 MeV
# First bin is underflow, next to last bin is overflow, last bin is for case of no incident track.
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10002, 0
